date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-03-25,RS,Estrela,city,1,0,False,34116,4307807,2.93118,
2020-03-25,RS,Farroupilha,city,1,0,False,72331,4307906,1.38253,
2020-03-25,RS,Garibaldi,city,1,0,False,35070,4308607,2.85144,
2020-03-25,RS,Gravataí,city,1,0,False,281519,4309209,0.35522,
2020-03-25,RS,Ivoti,city,2,0,False,24293,4310801,8.23282,
2020-03-25,RS,Lajeado,city,5,0,False,84014,4311403,5.95139,
2020-03-25,RS,Osório,city,1,0,False,45994,4313508,2.1742,
2020-03-25,RS,Paraí,city,1,0,False,7657,4314001,13.05995,
2020-03-25,RS,Pelotas,city,1,0,False,342405,4314407,0.29205,
2020-03-25,RS,Porto Alegre,city,87,1,False,1483771,4314902,5.86344,0.0115
2020-03-25,RS,Rio Grande,city,2,0,False,211005,4315602,0.94784,
2020-03-25,RS,Santa Maria,city,2,0,False,282123,4316907,0.70891,
2020-03-25,RS,Sant'Ana do Livramento,city,4,0,False,77027,4317103,5.19298,
2020-03-25,RS,Santiago,city,1,0,False,49425,4317400,2.02327,
2020-03-25,RS,Santo Antônio da Patrulha,city,1,0,False,42894,4317608,2.33133,
2020-03-25,RS,São Leopoldo,city,1,0,False,236835,4318705,0.42223,
2020-03-25,RS,Sapiranga,city,2,0,False,81734,4319901,2.44696,
2020-03-25,RS,Serafina Corrêa,city,3,0,False,17502,4320404,17.1409,
2020-03-25,RS,Taquara,city,1,0,False,57466,4321204,1.74016,
2020-03-25,RS,Torres,city,6,0,False,38732,4321501,15.49107,
2020-03-25,RS,Viamão,city,1,0,False,255224,4323002,0.39181,
2020-03-25,RS,,state,162,1,False,11377239,43,1.4239,0.0062
2020-03-25,SC,Balneário Arroio do Silva,city,1,0,False,13071,4201950,7.65052,
2020-03-25,SC,Balneário Camboriú,city,7,0,False,142295,4202008,4.91936,
2020-03-25,SC,Blumenau,city,9,0,False,357199,4202404,2.5196,
2020-03-25,SC,Braço do Norte,city,9,0,False,33450,4202800,26.90583,
2020-03-25,SC,Camboriú,city,2,0,False,82989,4203204,2.40996,
2020-03-25,SC,Canelinha,city,1,0,False,12240,4203709,8.16993,
2020-03-25,SC,Chapecó,city,2,0,False,220367,4204202,0.90758,
2020-03-25,SC,Criciúma,city,11,0,False,215186,4204608,5.11186,
2020-03-25,SC,Florianópolis,city,16,0,False,500973,4205407,3.19378,
2020-03-25,SC,Gaspar,city,1,0,False,69639,4205902,1.43598,
2020-03-25,SC,Gravatal,city,3,0,False,11501,4206207,26.08469,
2020-03-25,SC,Içara,city,1,0,False,56421,4207007,1.77239,
2020-03-25,SC,Imbituba,city,4,0,False,44853,4207304,8.91802,
2020-03-25,SC,Importados/Indefinidos,city,8,0,False,,,,
2020-03-25,SC,Itajaí,city,12,0,False,219536,4208203,5.46607,
2020-03-25,SC,Jaguaruna,city,2,0,False,20024,4208807,9.98801,
2020-03-25,SC,Jaraguá do Sul,city,2,0,False,177697,4208906,1.12551,
2020-03-25,SC,Joinville,city,5,0,False,590466,4209102,0.84679,
2020-03-25,SC,Lages,city,1,0,False,157544,4209300,0.63474,
2020-03-25,SC,Laguna,city,1,0,False,45814,4209409,2.18274,
2020-03-25,SC,Navegantes,city,3,0,False,81475,4211306,3.68211,
2020-03-25,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-03-25,SC,Porto Belo,city,2,0,False,21388,4213500,9.35104,
2020-03-25,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-03-25,SC,São José,city,5,0,False,246586,4216602,2.02769,
2020-03-25,SC,São Ludgero,city,1,0,False,13410,4217006,7.45712,
2020-03-25,SC,São Pedro de Alcântara,city,1,0,False,5823,4217253,17.17328,
2020-03-25,SC,Tijucas,city,1,0,False,38407,4218004,2.60369,
2020-03-25,SC,Tubarão,city,8,0,False,105686,4218707,7.56959,
2020-03-25,SC,,state,122,0,False,7164788,42,1.70277,
2020-03-25,SE,Aracaju,city,13,0,False,657013,2800308,1.97865,
2020-03-25,SE,Nossa Senhora da Glória,city,1,0,False,36924,2804508,2.70827,
2020-03-25,SE,Propriá,city,2,0,False,29626,2805703,6.75083,
2020-03-25,SE,,state,16,0,False,2298696,28,0.69605,
2020-03-25,SP,Barueri,city,1,0,False,274182,3505708,0.36472,
2020-03-25,SP,Caieiras,city,1,0,False,101470,3509007,0.98551,
2020-03-25,SP,Campinas,city,4,0,False,1204073,3509502,0.33221,
2020-03-25,SP,Carapicuíba,city,2,0,False,400927,3510609,0.49884,
2020-03-25,SP,Cotia,city,6,0,False,249210,3513009,2.40761,
2020-03-25,SP,Embu das Artes,city,1,0,False,273726,3515004,0.36533,
2020-03-25,SP,Ferraz de Vasconcelos,city,1,0,False,194276,3515707,0.51473,
2020-03-25,SP,Guarulhos,city,5,1,False,1379182,3518800,0.36253,0.2
2020-03-25,SP,Hortolândia,city,2,0,False,230851,3519071,0.86636,
2020-03-25,SP,Importados/Indefinidos,city,43,0,False,,,,
2020-03-25,SP,Iracemápolis,city,1,0,False,24235,3521408,4.12626,
2020-03-25,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-03-25,SP,Jundiaí,city,1,0,False,418962,3525904,0.23869,
2020-03-25,SP,Mauá,city,2,0,False,472912,3529401,0.42291,
2020-03-25,SP,Mogi das Cruzes,city,4,0,False,445842,3530607,0.89718,
2020-03-25,SP,Osasco,city,3,1,False,698418,3534401,0.42954,0.3333
2020-03-25,SP,Poá,city,1,0,False,117452,3539806,0.85141,
2020-03-25,SP,Ribeirão Pires,city,1,0,False,123393,3543303,0.81042,
2020-03-25,SP,Rio Claro,city,1,0,False,206424,3543907,0.48444,
2020-03-25,SP,Santana de Parnaíba,city,4,0,False,139447,3547304,2.86847,
2020-03-25,SP,Santo André,city,17,0,False,718773,3547809,2.36514,
2020-03-25,SP,São Bernardo do Campo,city,13,0,False,838936,3548708,1.54958,
2020-03-25,SP,São Caetano do Sul,city,16,0,False,161127,3548807,9.93006,
2020-03-25,SP,São José do Rio Preto,city,1,0,False,460671,3549805,0.21707,
2020-03-25,SP,São José dos Campos,city,2,0,False,721944,3549904,0.27703,
2020-03-25,SP,São Paulo,city,722,44,False,12252023,3550308,5.8929,0.0609
2020-03-25,SP,São Sebastião,city,2,0,False,88980,3550704,2.2477,
2020-03-25,SP,Suzano,city,1,0,False,297637,3552502,0.33598,
2020-03-25,SP,Taboão da Serra,city,1,1,False,289664,3552809,0.34523,1.0
2020-03-25,SP,Taubaté,city,1,0,False,314924,3554102,0.31754,
2020-03-25,SP,Valinhos,city,1,0,False,129193,3556206,0.77404,
2020-03-25,SP,Vargem Grande Paulista,city,0,1,False,52597,3556453,,
2020-03-25,SP,,state,862,48,False,45919049,35,1.87722,0.0557
2020-03-25,TO,Palmas,city,7,,False,299127,1721000,2.34014,
2020-03-25,TO,,state,7,,False,1572866,17,0.44505,
2020-03-24,AC,Rio Branco,city,21,0,False,407319,1200401,5.15566,
2020-03-24,AC,,state,21,0,False,881935,12,2.38113,
2020-03-24,AL,Maceió,city,10,0,False,1018948,2704302,0.9814,
2020-03-24,AL,,state,10,0,False,3337357,27,0.29964,
2020-03-24,AM,Manaus,city,45,,False,2182763,1302603,2.06161,
2020-03-24,AM,Parintins,city,2,1,False,114273,1303403,1.75019,0.5
2020-03-24,AM,,state,47,1,False,4144597,13,1.13401,0.0213
2020-03-24,AP,Macapá,city,1,0,False,503327,1600303,0.19868,
2020-03-24,AP,,state,1,0,False,845731,16,0.11824,
2020-03-24,BA,Barreiras,city,1,0,False,155439,2903201,0.64334,
2020-03-24,BA,Brumado,city,1,0,False,67195,2904605,1.48821,
2020-03-24,BA,Camaçari,city,1,0,False,299132,2905701,0.3343,
2020-03-24,BA,Conceição do Jacuípe,city,1,0,False,33153,2908507,3.01632,
2020-03-24,BA,Conde,city,1,0,False,25837,2908606,3.87042,
2020-03-24,BA,Feira de Santana,city,8,0,False,614872,2910800,1.30108,
2020-03-24,BA,Importados/Indefinidos,city,3,0,False,,,,
2020-03-24,BA,Itabuna,city,1,0,False,213223,2914802,0.46899,
2020-03-24,BA,Jequié,city,1,0,False,155966,2918001,0.64117,
2020-03-24,BA,Juazeiro,city,2,0,False,216707,2918407,0.92291,
2020-03-24,BA,Lauro de Freitas,city,3,0,False,198440,2919207,1.51179,
2020-03-24,BA,Porto Seguro,city,8,0,False,148686,2925303,5.38047,
2020-03-24,BA,Prado,city,2,0,False,28174,2925501,7.09874,
2020-03-24,BA,Salvador,city,45,0,False,2872347,2927408,1.56666,
2020-03-24,BA,Teixeira de Freitas,city,1,0,False,160487,2931350,0.6231,
2020-03-24,BA,,state,79,0,False,14873064,29,0.53116,
2020-03-24,CE,Aquiraz,city,6,0,False,80271,2301000,7.47468,
2020-03-24,CE,Fortaleza,city,170,0,False,2669342,2304400,6.36861,
2020-03-24,CE,Fortim,city,1,0,False,16480,2304459,6.06796,
2020-03-24,CE,Importados/Indefinidos,city,2,0,False,,,,
2020-03-24,CE,Juazeiro do Norte,city,1,0,False,274207,2307304,0.36469,
2020-03-24,CE,Mauriti,city,1,0,False,47962,2308104,2.08498,
2020-03-24,CE,Sobral,city,4,0,False,208935,2312908,1.91447,
2020-03-24,CE,,state,185,0,False,9132078,23,2.02583,
2020-03-24,DF,Brasília,city,161,0,False,3015268,5300108,5.33949,
2020-03-24,DF,,state,161,0,False,3015268,53,5.33949,
2020-03-24,ES,Cachoeiro de Itapemirim,city,1,,False,208972,3201209,0.47853,
2020-03-24,ES,Cariacica,city,1,,False,381285,3201308,0.26227,
2020-03-24,ES,Importados/Indefinidos,city,1,,False,,,,
2020-03-24,ES,Linhares,city,3,,False,173555,3203205,1.72856,
2020-03-24,ES,Santa Teresa,city,1,,False,23590,3204609,4.23908,
2020-03-24,ES,Serra,city,1,,False,517510,3205002,0.19323,
2020-03-24,ES,Vila Velha,city,17,,False,493838,3205200,3.44242,
2020-03-24,ES,Vitória,city,15,,False,362097,3205309,4.14254,
2020-03-24,ES,,state,40,,False,4018650,32,0.99536,
2020-03-24,GO,Anápolis,city,3,0,False,386923,5201108,0.77535,
2020-03-24,GO,Aparecida de Goiânia,city,2,0,False,578179,5201405,0.34591,
2020-03-24,GO,Catalão,city,1,0,False,108823,5205109,0.91892,
2020-03-24,GO,Goiânia,city,15,0,False,1516113,5208707,0.98937,
2020-03-24,GO,Jataí,city,1,0,False,100882,5211909,0.99126,
2020-03-24,GO,Rio Verde,city,5,0,False,235647,5218805,2.12182,
2020-03-24,GO,Valparaíso de Goiás,city,2,0,False,168468,5221858,1.18717,
2020-03-24,GO,,state,29,0,False,7018354,52,0.4132,
2020-03-24,MA,São Luís,city,8,0,False,1101884,2111300,0.72603,
2020-03-24,MA,,state,8,0,False,7075181,21,0.11307,
2020-03-24,MG,Belo Horizonte,city,87,0,False,2512070,3106200,3.46328,
2020-03-24,MG,Betim,city,1,0,False,439340,3106705,0.22761,
2020-03-24,MG,Bom Despacho,city,1,0,False,50605,3107406,1.97609,
2020-03-24,MG,Campos Altos,city,1,0,False,15461,3111507,6.46789,
2020-03-24,MG,Contagem,city,2,0,False,663855,3118601,0.30127,
2020-03-24,MG,Coronel Fabriciano,city,1,0,False,109855,3119401,0.91029,
2020-03-24,MG,Divinópolis,city,1,0,False,238230,3122306,0.41976,
2020-03-24,MG,Importados/Indefinidos,city,2,0,False,,,,
2020-03-24,MG,Ipatinga,city,1,0,False,263410,3131307,0.37964,
2020-03-24,MG,Juiz de Fora,city,8,0,False,568873,3136702,1.40629,
2020-03-24,MG,Lagoa da Prata,city,1,0,False,52165,3137205,1.91699,
2020-03-24,MG,Mariana,city,2,0,False,60724,3140001,3.29359,
2020-03-24,MG,Nova Lima,city,7,0,False,94889,3144805,7.37704,
2020-03-24,MG,Patrocínio,city,1,0,False,90757,3148103,1.10184,
2020-03-24,MG,Poços de Caldas,city,1,0,False,167397,3151800,0.59738,
2020-03-24,MG,Sete Lagoas,city,2,0,False,239639,3167202,0.83459,
2020-03-24,MG,Timóteo,city,1,0,False,89842,3168705,1.11307,
2020-03-24,MG,Uberaba,city,3,0,False,333783,3170107,0.89879,
2020-03-24,MG,Uberlândia,city,7,0,False,691305,3170206,1.01258,
2020-03-24,MG,,state,130,0,False,21168791,31,0.61411,
2020-03-24,MS,Campo Grande,city,22,0,False,895982,5002704,2.45541,
2020-03-24,MS,Ponta Porã,city,1,0,False,92526,5006606,1.08078,
2020-03-24,MS,Sidrolândia,city,1,0,False,57665,5007901,1.73415,
2020-03-24,MS,,state,24,0,False,2778986,50,0.86362,
2020-03-24,MT,Cuiabá,city,5,0,False,612547,5103403,0.81626,
2020-03-24,MT,Nova Monte Verde,city,1,0,False,9178,5108956,10.89562,
2020-03-24,MT,Várzea Grande,city,1,0,False,284971,5108402,0.35091,
2020-03-24,MT,,state,7,0,False,3484466,51,0.20089,
2020-03-24,PA,Belém,city,4,0,False,1492745,1501402,0.26796,
2020-03-24,PA,Marabá,city,1,0,False,279349,1504208,0.35798,
2020-03-24,PA,,state,5,0,False,8602865,15,0.05812,
2020-03-24,PB,Igaracy,city,1,0,False,6117,2502607,16.34788,
2020-03-24,PB,João Pessoa,city,2,0,False,809015,2507507,0.24721,
2020-03-24,PB,,state,3,0,False,4018127,25,0.07466,
2020-03-24,PE,Belo Jardim,city,1,,False,76439,2601706,1.30823,
2020-03-24,PE,Caruaru,city,1,,False,361118,2604106,0.27692,
2020-03-24,PE,Importados/Indefinidos,city,4,,False,,,,
2020-03-24,PE,Jaboatão dos Guararapes,city,3,,False,702298,2607901,0.42717,
2020-03-24,PE,Olinda,city,2,,False,392482,2609600,0.50958,
2020-03-24,PE,Petrolina,city,1,,False,349145,2611101,0.28641,
2020-03-24,PE,Recife,city,30,,False,1645727,2611606,1.8229,
2020-03-24,PE,,state,42,0,False,9557071,26,0.43947,
2020-03-24,PI,Teresina,city,8,,False,864845,2211001,0.92502,
2020-03-24,PI,,state,8,,False,3273227,22,0.24441,
2020-03-24,PR,Campo Largo,city,1,0,False,132002,4104204,0.75756,
2020-03-24,PR,Cascavel,city,2,0,False,328454,4104808,0.60891,
2020-03-24,PR,Cianorte,city,6,0,False,82620,4105508,7.26216,
2020-03-24,PR,Colombo,city,1,0,False,243726,4105805,0.4103,
2020-03-24,PR,Curitiba,city,40,0,False,1933105,4106902,2.06921,
2020-03-24,PR,Foz do Iguaçu,city,4,0,False,258532,4108304,1.5472,
2020-03-24,PR,Guaíra,city,1,0,False,33119,4108809,3.01941,
2020-03-24,PR,Importados/Indefinidos,city,5,0,False,,,,
2020-03-24,PR,Londrina,city,3,0,False,569733,4113700,0.52656,
2020-03-24,PR,Maringá,city,1,0,False,423666,4115200,0.23603,
2020-03-24,PR,Paranavaí,city,1,0,False,88374,4118402,1.13155,
2020-03-24,PR,Pato Branco,city,1,0,False,82881,4118501,1.20655,
2020-03-24,PR,Pinhais,city,2,0,False,132157,4119152,1.51335,
2020-03-24,PR,Ponta Grossa,city,1,0,False,351736,4119905,0.2843,
2020-03-24,PR,Telêmaco Borba,city,1,0,False,78974,4127106,1.26624,
2020-03-24,PR,Umuarama,city,0,0,False,111557,4128104,,
2020-03-24,PR,,state,70,0,False,11433957,41,0.61221,
2020-03-24,RJ,Barra Mansa,city,1,0,False,184412,3300407,0.54226,
2020-03-24,RJ,Campos dos Goytacazes,city,1,0,False,507548,3301009,0.19703,
2020-03-24,RJ,Duque de Caxias,city,1,0,False,919596,3301702,0.10874,
2020-03-24,RJ,Guapimirim,city,1,0,False,60517,3301850,1.65243,
2020-03-24,RJ,Importados/Indefinidos,city,2,0,False,,,,
2020-03-24,RJ,Miguel Pereira,city,1,1,False,25538,3302908,3.91573,1.0
2020-03-24,RJ,Niterói,city,12,1,False,513584,3303302,2.33652,0.0833
2020-03-24,RJ,Petrópolis,city,3,1,False,306191,3303906,0.97978,0.3333
2020-03-24,RJ,Rio de Janeiro,city,276,3,False,6718903,3304557,4.10781,0.0109
2020-03-24,RJ,São Gonçalo,city,3,0,False,1084839,3304904,0.27654,
2020-03-24,RJ,Volta Redonda,city,4,0,False,273012,3306305,1.46514,
2020-03-24,RJ,,state,305,6,False,17264943,33,1.76659,0.0197
2020-03-24,RN,Mossoró,city,1,0,False,297378,2408003,0.33627,
2020-03-24,RN,Natal,city,9,0,False,884122,2408102,1.01796,
2020-03-24,RN,Parnamirim,city,4,0,False,261469,2403251,1.52982,
2020-03-24,RN,,state,14,0,False,3506853,24,0.39922,
2020-03-24,RO,Ji-Paraná,city,1,0,False,128969,1100122,0.77538,
2020-03-24,RO,Porto Velho,city,4,0,False,529544,1100205,0.75537,
2020-03-24,RO,,state,5,0,False,1777225,11,0.28134,
2020-03-24,RR,Boa Vista,city,7,0,False,399213,1400100,1.75345,
2020-03-24,RR,Bonfim,city,1,0,False,12409,1400159,8.05867,
2020-03-24,RR,,state,8,0,False,605761,14,1.32065,
2020-03-24,RS,Alvorada,city,2,0,False,210305,4300604,0.951,
2020-03-24,RS,Anta Gorda,city,1,0,False,5981,4300703,16.71961,
2020-03-24,RS,Bagé,city,7,0,False,121143,4301602,5.7783,
2020-03-24,RS,Bento Gonçalves,city,2,0,False,120454,4302105,1.66038,
2020-03-24,RS,Camaquã,city,1,,False,66261,4303509,1.50918,
2020-03-24,RS,Campo Bom,city,2,0,False,66712,4303905,2.99796,
2020-03-24,RS,Canoas,city,6,0,False,346616,4304606,1.73102,
2020-03-24,RS,Capão da Canoa,city,2,0,False,53049,4304630,3.7701,
2020-03-24,RS,Carlos Barbosa,city,1,0,False,29833,4304804,3.35199,
2020-03-24,RS,Caxias do Sul,city,2,0,False,510906,4305108,0.39146,
2020-03-24,RS,Charqueadas,city,1,0,False,40789,4305355,2.45164,
2020-03-24,RS,Cruzeiro do Sul,city,1,0,False,12348,4306205,8.09848,
2020-03-24,RS,Dois Irmãos,city,1,0,False,32671,4306403,3.06082,
2020-03-24,RS,Eldorado do Sul,city,1,0,False,41285,4306767,2.42219,
2020-03-24,RS,Erechim,city,3,0,False,105862,4307005,2.83388,
2020-03-24,RS,Estância Velha,city,1,0,False,50022,4307609,1.99912,
2020-03-24,RS,Estrela,city,1,0,False,34116,4307807,2.93118,
2020-03-24,RS,Farroupilha,city,1,0,False,72331,4307906,1.38253,
2020-03-24,RS,Garibaldi,city,1,0,False,35070,4308607,2.85144,
2020-03-24,RS,Ivoti,city,2,0,False,24293,4310801,8.23282,
2020-03-24,RS,Lajeado,city,5,0,False,84014,4311403,5.95139,
2020-03-24,RS,Osório,city,1,0,False,45994,4313508,2.1742,
2020-03-24,RS,Paraí,city,1,0,False,7657,4314001,13.05995,
2020-03-24,RS,Porto Alegre,city,47,0,False,1483771,4314902,3.1676,
2020-03-24,RS,Rio Grande,city,1,0,False,211005,4315602,0.47392,
2020-03-24,RS,Santa Maria,city,2,0,False,282123,4316907,0.70891,
2020-03-24,RS,Sant'Ana do Livramento,city,3,0,False,77027,4317103,3.89474,
2020-03-24,RS,Santiago,city,1,0,False,49425,4317400,2.02327,
2020-03-24,RS,Santo Antônio da Patrulha,city,1,0,False,42894,4317608,2.33133,
2020-03-24,RS,São Leopoldo,city,1,0,False,236835,4318705,0.42223,
2020-03-24,RS,Sapiranga,city,1,0,False,81734,4319901,1.22348,
2020-03-24,RS,Serafina Corrêa,city,3,0,False,17502,4320404,17.1409,
2020-03-24,RS,Taquara,city,1,0,False,57466,4321204,1.74016,
2020-03-24,RS,Torres,city,4,0,False,38732,4321501,10.32738,
2020-03-24,RS,Viamão,city,1,0,False,255224,4323002,0.39181,
2020-03-24,RS,,state,112,0,False,11377239,43,0.98442,
2020-03-24,SC,Balneário Camboriú,city,9,0,False,142295,4202008,6.32489,
2020-03-24,SC,Blumenau,city,7,0,False,357199,4202404,1.95969,
2020-03-24,SC,Braço do Norte,city,9,0,False,33450,4202800,26.90583,
2020-03-24,SC,Chapecó,city,3,0,False,220367,4204202,1.36137,
2020-03-24,SC,Criciúma,city,9,0,False,215186,4204608,4.18243,
2020-03-24,SC,Florianópolis,city,20,0,False,500973,4205407,3.99223,
2020-03-24,SC,Gaspar,city,1,0,False,69639,4205902,1.43598,
2020-03-24,SC,Gravatal,city,2,0,False,11501,4206207,17.38979,
2020-03-24,SC,Içara,city,1,0,False,56421,4207007,1.77239,
2020-03-24,SC,Imbituba,city,4,0,False,44853,4207304,8.91802,
2020-03-24,SC,Itajaí,city,10,0,False,219536,4208203,4.55506,
2020-03-24,SC,Jaguaruna,city,2,0,False,20024,4208807,9.98801,
2020-03-24,SC,Jaraguá do Sul,city,2,0,False,177697,4208906,1.12551,
2020-03-24,SC,Joinville,city,4,0,False,590466,4209102,0.67743,
2020-03-24,SC,Lages,city,1,0,False,157544,4209300,0.63474,
2020-03-24,SC,Laguna,city,1,0,False,45814,4209409,2.18274,
2020-03-24,SC,Navegantes,city,3,0,False,81475,4211306,3.68211,
2020-03-24,SC,Pomerode,city,1,0,False,33447,4213203,2.9898,
2020-03-24,SC,Porto Belo,city,2,0,False,21388,4213500,9.35104,
2020-03-24,SC,Rancho Queimado,city,2,0,False,2878,4214300,69.4927,
2020-03-24,SC,São José,city,6,0,False,246586,4216602,2.43323,
2020-03-24,SC,Tijucas,city,1,0,False,38407,4218004,2.60369,
2020-03-24,SC,Tubarão,city,9,0,False,105686,4218707,8.51579,
2020-03-24,SC,,state,109,0,False,7164788,42,1.52133,
2020-03-24,SE,Aracaju,city,12,0,False,657013,2800308,1.82645,
2020-03-24,SE,Nossa Senhora da Glória,city,1,,False,36924,2804508,2.70827,
2020-03-24,SE,Propriá,city,2,,False,29626,2805703,6.75083,
2020-03-24,SE,,state,15,0,False,2298696,28,0.65254,
2020-03-24,SP,Guarulhos,city,0,1,False,1379182,3518800,,
2020-03-24,SP,Osasco,city,0,1,False,698418,3534401,,
2020-03-24,SP,São Paulo,city,0,36,False,12252023,3550308,,
2020-03-24,SP,Taboão da Serra,city,0,1,False,289664,3552809,,
2020-03-24,SP,Vargem Grande Paulista,city,0,1,False,52597,3556453,,
2020-03-24,SP,,state,810,40,False,45919049,35,1.76397,0.0494
2020-03-24,TO,Palmas,city,7,,False,299127,1721000,2.34014,
2020-03-24,TO,,state,7,,False,1572866,17,0.44505,
2020-03-23,AC,Rio Branco,city,17,0,False,407319,1200401,4.17363,
2020-03-23,AC,,state,17,0,False,881935,12,1.92758,
2020-03-23,AL,Maceió,city,8,0,False,1018948,2704302,0.78512,
2020-03-23,AL,,state,8,0,False,3337357,27,0.23971,
2020-03-23,AM,Importados/Indefinidos,city,0,,True,,,,
2020-03-23,AM,Manaus,city,31,,False,2182763,1302603,1.42022,
2020-03-23,AM,Parintins,city,1,0,False,114273,1303403,0.8751,
2020-03-23,AM,,state,32,0,False,4144597,13,0.77209,
2020-03-23,AP,Macapá,city,1,0,False,503327,1600303,0.19868,
2020-03-23,AP,,state,1,0,False,845731,16,0.11824,
2020-03-23,BA,Barreiras,city,1,0,False,155439,2903201,0.64334,
2020-03-23,BA,Brumado,city,1,0,False,67195,2904605,1.48821,
2020-03-23,BA,Camaçari,city,1,0,False,299132,2905701,0.3343,
2020-03-23,BA,Conceição do Jacuípe,city,1,0,False,33153,2908507,3.01632,
2020-03-23,BA,Feira de Santana,city,6,0,False,614872,2910800,0.97581,
2020-03-23,BA,Itabuna,city,1,0,False,213223,2914802,0.46899,
2020-03-23,BA,Jequié,city,1,0,False,155966,2918001,0.64117,
2020-03-23,BA,Juazeiro,city,1,0,False,216707,2918407,0.46145,
2020-03-23,BA,Lauro de Freitas,city,3,0,False,198440,2919207,1.51179,
2020-03-23,BA,Porto Seguro,city,8,0,False,148686,2925303,5.38047,
2020-03-23,BA,Prado,city,2,0,False,28174,2925501,7.09874,
2020-03-23,BA,Salvador,city,37,0,False,2872347,2927408,1.28815,
2020-03-23,BA,,state,63,0,False,14873064,29,0.42358,
2020-03-23,CE,Aquiraz,city,6,0,False,80271,2301000,7.47468,
2020-03-23,CE,Fortaleza,city,151,0,False,2669342,2304400,5.65682,
2020-03-23,CE,Fortim,city,1,0,False,16480,2304459,6.06796,
2020-03-23,CE,Importados/Indefinidos,city,2,0,False,,,,
2020-03-23,CE,Juazeiro do Norte,city,1,0,False,274207,2307304,0.36469,
2020-03-23,CE,Sobral,city,3,0,False,208935,2312908,1.43585,
2020-03-23,CE,,state,164,0,False,9132078,23,1.79587,
2020-03-23,DF,Brasília,city,138,0,False,3015268,5300108,4.57671,
2020-03-23,DF,,state,138,0,False,3015268,53,4.57671,
2020-03-23,ES,Cachoeiro de Itapemirim,city,1,,False,208972,3201209,0.47853,
2020-03-23,ES,Cariacica,city,1,,False,381285,3201308,0.26227,
2020-03-23,ES,Linhares,city,2,,False,173555,3203205,1.15237,
2020-03-23,ES,Santa Teresa,city,1,,False,23590,3204609,4.23908,
2020-03-23,ES,Serra,city,1,,False,517510,3205002,0.19323,
2020-03-23,ES,Vila Velha,city,13,,False,493838,3205200,2.63244,
2020-03-23,ES,Vitória,city,14,,False,362097,3205309,3.86637,
2020-03-23,ES,,state,33,,False,4018650,32,0.82117,
2020-03-23,GO,Anápolis,city,2,0,False,386923,5201108,0.5169,
2020-03-23,GO,Aparecida de Goiânia,city,2,0,False,578179,5201405,0.34591,
2020-03-23,GO,Catalão,city,1,0,False,108823,5205109,0.91892,
2020-03-23,GO,Goiânia,city,12,0,False,1516113,5208707,0.7915,
2020-03-23,GO,Importados/Indefinidos,city,0,0,False,,,,
2020-03-23,GO,Jataí,city,1,0,False,100882,5211909,0.99126,
2020-03-23,GO,Rio Verde,city,5,0,False,235647,5218805,2.12182,
2020-03-23,GO,,state,23,0,False,7018354,52,0.32771,
2020-03-23,MA,São Luís,city,8,0,False,1101884,2111300,0.72603,
2020-03-23,MA,,state,8,0,False,7075181,21,0.11307,
2020-03-23,MG,Belo Horizonte,city,60,0,False,2512070,3106200,2.38847,
2020-03-23,MG,Betim,city,1,0,False,439340,3106705,0.22761,
2020-03-23,MG,Bom Despacho,city,1,0,False,50605,3107406,1.97609,
2020-03-23,MG,Campos Altos,city,1,0,False,15461,3111507,6.46789,
2020-03-23,MG,Contagem,city,2,0,False,663855,3118601,0.30127,
2020-03-23,MG,Coronel Fabriciano,city,1,0,False,109855,3119401,0.91029,
2020-03-23,MG,Divinópolis,city,1,0,False,238230,3122306,0.41976,
2020-03-23,MG,Importados/Indefinidos,city,28,0,False,,,,
2020-03-23,MG,Ipatinga,city,1,0,False,263410,3131307,0.37964,
2020-03-23,MG,Juiz de Fora,city,8,0,False,568873,3136702,1.40629,
2020-03-23,MG,Lagoa da Prata,city,1,0,False,52165,3137205,1.91699,
2020-03-23,MG,Mariana,city,2,0,False,60724,3140001,3.29359,
2020-03-23,MG,Nova Lima,city,7,0,False,94889,3144805,7.37704,
2020-03-23,MG,Patrocínio,city,1,0,False,90757,3148103,1.10184,
2020-03-23,MG,Poços de Caldas,city,1,0,False,167397,3151800,0.59738,
2020-03-23,MG,Sete Lagoas,city,2,0,False,239639,3167202,0.83459,
2020-03-23,MG,Timóteo,city,1,0,False,89842,3168705,1.11307,
2020-03-23,MG,Uberaba,city,3,0,False,333783,3170107,0.89879,
2020-03-23,MG,Uberlândia,city,6,0,False,691305,3170206,0.86792,
2020-03-23,MG,,state,128,0,False,21168791,31,0.60466,
2020-03-23,MS,Campo Grande,city,19,0,False,895982,5002704,2.12058,
2020-03-23,MS,Ponta Porã,city,1,0,False,92526,5006606,1.08078,
2020-03-23,MS,Sidrolândia,city,1,0,False,57665,5007901,1.73415,
2020-03-23,MS,,state,21,0,False,2778986,50,0.75567,
2020-03-23,MT,Cuiabá,city,5,0,False,612547,5103403,0.81626,
